Subject consultant,Fund code,Order type,Bibliographic information,Creator,Date,ISBN,Library,Location,Item policy,Reporting code 1,Reporting code 2,Reporting code 3,Hold for,Notify,Additional order information,Items added to order (click on one to jump to it if you need to amend)
Kostas_Skordyles,FK8011-xPRAC-H34-OO,Print_Book_One_Time,,,,,BJLBL_Bodleian_Japanese_Library,BJLML_Main_Library,Fixed_Week_Loan,REQUEST_Reader_request,FK1010HISTALBANIA_FK1010_History_(Albania) ,VATPUBLISH_VAT_Publish costs,,,
